,SEASON_ID,GAME_ID,MATCHUP,TEAM_ID,GAME_DATE,VH,Team,Final,Open,Close,ML
45,22007,0020700023,MIN vs. DEN,1610612750,2007-11-02,H,MIN,91,209,208.5,315
46,22007,0020700024,PHI @ CHI,1610612755,2007-11-02,V,PHI,96,189,190,400
47,22007,0020700024,CHI vs. PHI,1610612741,2007-11-02,H,CHI,85,9.5,9.5,-500
48,22007,0020700025,SAC @ SAS,1610612758,2007-11-02,V,SAC,80,190.5,191,1200
49,22007,0020700025,SAS vs. SAC,1610612759,2007-11-02,H,SAS,96,14.5,14.5,-2000
50,22007,0020700026,LAL @ PHX,1610612747,2007-11-02,V,LAL,119,217,215.5,365
51,22007,0020700026,PHX vs. LAL,1610612756,2007-11-02,H,PHX,98,10,8,-435
52,22007,0020700027,GSW @ LAC,1610612744,2007-11-02,V,GSW,114,209,211,105
53,22007,0020700027,LAC vs. GSW,1610612746,2007-11-02,H,LAC,120,2,1.5,-125
54,22007,0020700028,NJN @ PHI,1610612751,2007-11-03,V,BKN,93,2.5,3,-150
55,22007,0020700028,PHI vs. NJN,1610612755,2007-11-03,H,PHI,88,186.5,186.5,130
56,22007,0020700029,ORL @ WAS,1610612753,2007-11-03,V,ORL,94,199,197.5,110
57,22007,0020700029,WAS vs. ORL,1610612764,2007-11-03,H,WAS,82,2,1,-130
58,22007,0020700030,IND @ MEM,1610612754,2007-11-03,V,IND,121,211.5,211.5,180
59,22007,0020700030,MEM vs. IND,1610612763,2007-11-03,H,MEM,111,4.5,5.5,-220
60,22007,0020700031,CHI @ MIL,1610612741,2007-11-03,V,CHI,72,2.5,4,-175
61,22007,0020700031,MIL vs. CHI,1610612749,2007-11-03,H,MIL,78,193.5,193,155
62,22007,0020700032,POR @ HOU,1610612757,2007-11-03,V,POR,80,203.5,203,700
63,22007,0020700032,HOU vs. POR,1610612745,2007-11-03,H,HOU,89,12,11.5,-1000
64,22007,0020700033,SAC @ DAL,1610612758,2007-11-03,V,SAC,102,189.5,189,1500
65,22007,0020700033,DAL vs. SAC,1610612742,2007-11-03,H,DAL,123,14.5,15.5,-3000
66,22007,0020700034,GSW @ UTA,1610612744,2007-11-03,V,GSW,110,212.5,215.5,425
67,22007,0020700034,UTA vs. GSW,1610612762,2007-11-03,H,UTA,133,8.5,9.5,-550
68,22007,0020700035,BOS @ TOR,1610612738,2007-11-04,V,BOS,98,192,194,105
69,22007,0020700035,TOR vs. BOS,1610612761,2007-11-04,H,TOR,95,2,1.5,-125
70,22007,0020700036,SEA @ LAC,1610612760,2007-11-04,V,OKC,101,209.5,208,250
71,22007,0020700036,LAC vs. SEA,1610612746,2007-11-04,H,LAC,115,6,6.5,-300
72,22007,0020700037,MIN @ NYK,1610612750,2007-11-04,V,MIN,93,192.5,193,355
73,22007,0020700037,NYK vs. MIN,1610612752,2007-11-04,H,NYK,97,10,9,-425
74,22007,0020700038,CHA @ MIA,1610612766,2007-11-04,V,CHA,90,186,186.5,140
75,22007,0020700038,MIA vs. CHA,1610612748,2007-11-04,H,MIA,88,3,3.5,-160
76,22007,0020700039,ATL @ DET,1610612737,2007-11-04,V,ATL,91,188.5,191,290
77,22007,0020700039,DET vs. ATL,1610612765,2007-11-04,H,DET,92,8.5,8,-350
78,22007,0020700040,NOH @ DEN,1610612740,2007-11-04,V,NOP,93,216,214.5,185
79,22007,0020700040,DEN vs. NOH,1610612743,2007-11-04,H,DEN,88,6.5,5,-215
80,22007,0020700041,CLE @ PHX,1610612739,2007-11-04,V,CLE,92,208.5,205,290
81,22007,0020700041,PHX vs. CLE,1610612756,2007-11-04,H,PHX,103,8,7.5,-350
82,22007,0020700042,UTA @ LAL,1610612762,2007-11-04,V,UTA,109,2,205.5,-105
83,22007,0020700042,LAL vs. UTA,1610612747,2007-11-04,H,LAL,119,202,1,-115
84,22007,0020700043,HOU @ DAL,1610612745,2007-11-05,V,HOU,98,190,189.5,170
85,22007,0020700043,DAL vs. HOU,1610612742,2007-11-05,H,DAL,107,5,4.5,-200
86,22007,0020700044,PHX @ CHA,1610612756,2007-11-06,V,PHX,115,4,4,-195
87,22007,0020700044,CHA vs. PHX,1610612766,2007-11-06,H,CHA,83,210,207,165
88,22007,0020700045,ATL @ NJN,1610612737,2007-11-06,V,ATL,82,190.5,188.5,160
89,22007,0020700045,NJN vs. ATL,1610612751,2007-11-06,H,BKN,87,4.5,4,-190
90,22007,0020700046,DEN @ NYK,1610612743,2007-11-06,V,DEN,112,2.5,3,-160
91,22007,0020700046,NYK vs. DEN,1610612752,2007-11-06,H,NYK,119,213,211,140
92,22007,0020700048,ORL @ MIN,1610612753,2007-11-06,V,ORL,111,7,6.5,-300
93,22007,0020700048,MIN vs. ORL,1610612750,2007-11-06,H,MIN,103,190,186.5,250
94,22007,0020700047,TOR @ MIL,1610612761,2007-11-06,V,TOR,85,191,3,-160
95,22007,0020700047,MIL vs. TOR,1610612749,2007-11-06,H,MIL,112,pk,190,140
96,22007,0020700050,SAS @ HOU,1610612759,2007-11-06,V,SAS,81,185,2,-135
97,22007,0020700050,HOU vs. SAS,1610612745,2007-11-06,H,HOU,89,pk,183.5,115
98,22007,0020700049,LAC @ CHI,1610612746,2007-11-06,V,LAC,97,193,193,335
99,22007,0020700049,CHI vs. LAC,1610612741,2007-11-06,H,CHI,91,7,8.5,-405
100,22007,0020700051,SEA @ SAC,1610612760,2007-11-06,V,OKC,98,204,208,110
101,22007,0020700051,SAC vs. SEA,1610612758,2007-11-06,H,SAC,104,3,2,-130
102,22007,0020700053,CLE @ GSW,1610612739,2007-11-06,V,CLE,108,1,209.5,115
103,22007,0020700053,GSW vs. CLE,1610612744,2007-11-06,H,GSW,104,209,2,-135
104,22007,0020700052,NOH @ LAL,1610612740,2007-11-06,V,NOP,118,207,205.5,135
105,22007,0020700052,LAL vs. NOH,1610612747,2007-11-06,H,LAL,104,3.5,3,-155
106,22007,0020700054,ORL @ TOR,1610612753,2007-11-07,V,ORL,105,186.5,191.5,170
107,22007,0020700054,TOR vs. ORL,1610612761,2007-11-07,H,TOR,96,3,4,-200
108,22007,0020700056,PHX @ ATL,1610612756,2007-11-07,V,PHX,96,5.5,5,-230
109,22007,0020700056,ATL vs. PHX,1610612737,2007-11-07,H,ATL,105,208.5,207,190
110,22007,0020700057,LAC @ IND,1610612746,2007-11-07,V,LAC,104,200.5,207.5,240
111,22007,0020700057,IND vs. LAC,1610612754,2007-11-07,H,IND,89,5,6.5,-290
112,22007,0020700055,CHA @ PHI,1610612766,2007-11-07,V,CHA,63,190,189,165
113,22007,0020700055,PHI vs. CHA,1610612755,2007-11-07,H,PHI,94,3.5,4,-195
114,22007,0020700058,DEN @ BOS,1610612743,2007-11-07,V,DEN,93,203,202.5,245
115,22007,0020700058,BOS vs. DEN,1610612738,2007-11-07,H,BOS,119,5.5,6.5,-295
116,22007,0020700059,MIA @ SAS,1610612748,2007-11-07,V,MIA,78,185.5,180.5,800
117,22007,0020700059,SAS vs. MIA,1610612759,2007-11-07,H,SAS,88,10.5,11.5,-1200
118,22007,0020700060,CLE @ UTA,1610612739,2007-11-07,V,CLE,101,196,194.5,400
119,22007,0020700060,UTA vs. CLE,1610612762,2007-11-07,H,UTA,103,8,9,-500
120,22007,0020700061,MEM @ SEA,1610612763,2007-11-07,V,MEM,105,219.5,218.5,-110
121,22007,0020700061,SEA vs. MEM,1610612760,2007-11-07,H,OKC,98,1.5,pk,-110
122,22007,0020700062,NOH @ POR,1610612740,2007-11-07,V,NOP,90,2.5,2.5,-145
123,22007,0020700062,POR vs. NOH,1610612757,2007-11-07,H,POR,93,202,201.5,125
124,22007,0020700063,WAS @ NJN,1610612764,2007-11-08,V,WAS,85,194,190,235
125,22007,0020700063,NJN vs. WAS,1610612751,2007-11-08,H,BKN,87,6,6,-275
126,22007,0020700064,DET @ CHI,1610612765,2007-11-08,V,DET,93,184,182,100
127,22007,0020700064,CHI vs. DET,1610612741,2007-11-08,H,CHI,97,1.5,1,-120
128,22007,0020700065,DAL @ GSW,1610612742,2007-11-08,V,DAL,120,7.5,7.5,-325
129,22007,0020700065,GSW vs. DAL,1610612744,2007-11-08,H,GSW,115,213.5,216,275
130,22007,0020700066,TOR @ PHI,1610612761,2007-11-09,V,TOR,105,188,2,-130
131,22007,0020700066,PHI vs. TOR,1610612755,2007-11-09,H,PHI,103,1,187.5,110
132,22007,0020700067,IND @ CHA,1610612754,2007-11-09,V,IND,87,194.5,195,105
133,22007,0020700067,CHA vs. IND,1610612766,2007-11-09,H,CHA,96,3,1.5,-125
134,22007,0020700068,ATL @ BOS,1610612737,2007-11-09,V,ATL,83,194,193,360
135,22007,0020700068,BOS vs. ATL,1610612738,2007-11-09,H,BOS,106,7,8.5,-430
136,22007,0020700069,ORL @ NYK,1610612753,2007-11-09,V,ORL,112,1,201.5,-105
137,22007,0020700069,NYK vs. ORL,1610612752,2007-11-09,H,NYK,102,198.5,1,-115
138,22007,0020700070,PHX @ MIA,1610612756,2007-11-09,V,PHX,106,8.5,8,-375
139,22007,0020700070,MIA vs. PHX,1610612748,2007-11-09,H,MIA,101,201,195.5,315
140,22007,0020700072,LAC @ DET,1610612746,2007-11-09,V,LAC,79,192,191.5,315
141,22007,0020700072,DET vs. LAC,1610612765,2007-11-09,H,DET,103,7.5,8,-375
142,22007,0020700073,SAS @ NOH,1610612759,2007-11-09,V,SAS,97,3.5,3.5,-165
143,22007,0020700073,NOH vs. SAS,1610612740,2007-11-09,H,NOP,85,188,186,145
144,22007,0020700071,DEN @ WAS,1610612743,2007-11-09,V,DEN,118,3,2,-130
145,22007,0020700071,WAS vs. DEN,1610612764,2007-11-09,H,WAS,92,210.5,209.5,110
146,22007,0020700074,MIL @ HOU,1610612749,2007-11-09,V,MIL,88,191,188.5,395
147,22007,0020700074,HOU vs. MIL,1610612745,2007-11-09,H,HOU,104,9.5,9,-475
148,22007,0020700075,MEM @ POR,1610612763,2007-11-09,V,MEM,98,208,208.5,120
149,22007,0020700075,POR vs. MEM,1610612757,2007-11-09,H,POR,110,1,2.5,-140
150,22007,0020700078,UTA @ SEA,1610612762,2007-11-09,V,UTA,103,7,6.5,-290
151,22007,0020700078,SEA vs. UTA,1610612760,2007-11-09,H,OKC,101,210.5,211.5,240
152,22007,0020700076,MIN @ LAL,1610612750,2007-11-09,V,MIN,93,201,204,600
153,22007,0020700076,LAL vs. MIN,1610612747,2007-11-09,H,LAL,107,11,11,-800
154,22007,0020700077,CLE @ SAC,1610612739,2007-11-09,V,CLE,93,6.5,5.5,-245
155,22007,0020700077,SAC vs. CLE,1610612758,2007-11-09,H,SAC,91,194.5,192.5,205
156,22007,0020700080,DEN @ IND,1610612743,2007-11-10,V,DEN,113,210.5,1.5,-125
157,22007,0020700080,IND vs. DEN,1610612754,2007-11-10,H,IND,106,pk,212,105
158,22007,0020700079,PHX @ ORL,1610612756,2007-11-10,V,PHX,106,205.5,1.5,-125
159,22007,0020700079,ORL vs. PHX,1610612753,2007-11-10,H,ORL,96,pk,209,105
160,22007,0020700081,BOS @ NJN,1610612738,2007-11-10,V,BOS,112,186,3,-150
161,22007,0020700081,NJN vs. BOS,1610612751,2007-11-10,H,BKN,101,2,182.5,130
162,22007,0020700082,TOR @ CHI,1610612761,2007-11-10,V,TOR,101,191,189.5,220
163,22007,0020700082,CHI vs. TOR,1610612741,2007-11-10,H,CHI,71,5.5,6.5,-260
164,22007,0020700083,MEM @ UTA,1610612763,2007-11-10,V,MEM,94,219,216,475
165,22007,0020700083,UTA vs. MEM,1610612762,2007-11-10,H,UTA,118,11,10,-600
166,22007,0020700084,MIN @ SAC,1610612750,2007-11-10,V,MIN,93,193.5,193,170
167,22007,0020700084,SAC vs. MIN,1610612758,2007-11-10,H,SAC,100,4.5,4.5,-200
168,22007,0020700085,DAL @ POR,1610612742,2007-11-10,V,DAL,82,8,7.5,-350
169,22007,0020700085,POR vs. DAL,1610612757,2007-11-10,H,POR,91,202.5,201.5,290
170,22007,0020700086,WAS @ ATL,1610612764,2007-11-11,V,WAS,101,195.5,192.5,190
171,22007,0020700086,ATL vs. WAS,1610612737,2007-11-11,H,ATL,90,5,5.5,-230
172,22007,0020700089,HOU @ CHA,1610612745,2007-11-11,V,HOU,85,5.5,6.5,-275
173,22007,0020700089,CHA vs. HOU,1610612766,2007-11-11,H,CHA,82,187.5,186,235
174,22007,0020700088,NOH @ PHI,1610612740,2007-11-11,V,NOP,93,2,3,-150
175,22007,0020700088,PHI vs. NOH,1610612755,2007-11-11,H,PHI,72,192.5,190.5,130
176,22007,0020700087,MIA @ NYK,1610612748,2007-11-11,V,MIA,75,196,192,130
177,22007,0020700087,NYK vs. MIA,1610612752,2007-11-11,H,NYK,72,4,3,-150
178,22007,0020700090,MIL @ SAS,1610612749,2007-11-11,V,MIL,88,185,186.5,550
179,22007,0020700090,SAS vs. MIL,1610612759,2007-11-11,H,SAS,113,10.5,10.5,-700
180,22007,0020700091,DET @ SEA,1610612765,2007-11-11,V,DET,107,6.5,6.5,-275
181,22007,0020700091,SEA vs. DET,1610612760,2007-11-11,H,OKC,103,199,196,235
182,22007,0020700092,CLE @ LAC,1610612739,2007-11-11,V,CLE,103,196,1,-110
183,22007,0020700092,LAC vs. CLE,1610612746,2007-11-11,H,LAC,95,pk,192,-110
184,22007,0020700093,NOH @ NJN,1610612740,2007-11-12,V,NOP,84,189,2,-130
185,22007,0020700093,NJN vs. NOH,1610612751,2007-11-12,H,BKN,82,2,184.5,110
186,22007,0020700094,CLE @ DEN,1610612739,2007-11-12,V,CLE,100,205.5,208,285
187,22007,0020700094,DEN vs. CLE,1610612743,2007-11-12,H,DEN,122,6.5,7.5,-335
188,22007,0020700095,SAC @ UTA,1610612758,2007-11-12,V,SAC,93,204.5,206,1050
189,22007,0020700095,UTA vs. SAC,1610612762,2007-11-12,H,UTA,117,13.5,14,-1700
190,22007,0020700097,SEA @ ORL,1610612760,2007-11-13,V,OKC,76,209.5,209,525
191,22007,0020700097,ORL vs. SEA,1610612753,2007-11-13,H,ORL,103,10.5,10.5,-650
192,22007,0020700096,MIA @ CHA,1610612748,2007-11-13,V,MIA,76,181,178,105
193,22007,0020700096,CHA vs. MIA,1610612766,2007-11-13,H,CHA,91,2,1.5,-125
194,22007,0020700098,BOS @ IND,1610612738,2007-11-13,V,BOS,101,6,7,-300
195,22007,0020700098,IND vs. BOS,1610612754,2007-11-13,H,IND,86,197.5,198,250
196,22007,0020700099,HOU @ MEM,1610612745,2007-11-13,V,HOU,99,6.5,6.5,-270
197,22007,0020700099,MEM vs. HOU,1610612763,2007-11-13,H,MEM,105,198.5,201.5,230
198,22007,0020700100,PHI @ DAL,1610612755,2007-11-13,V,PHI,84,190.5,192.5,600
199,22007,0020700100,DAL vs. PHI,1610612742,2007-11-13,H,DAL,99,12,11,-800
200,22007,0020700101,LAL @ SAS,1610612747,2007-11-13,V,LAL,92,198.5,199,305
201,22007,0020700101,SAS vs. LAL,1610612759,2007-11-13,H,SAS,107,8.5,8,-365
202,22007,0020700102,NYK @ PHX,1610612752,2007-11-13,V,NYK,102,207,210.5,900
203,22007,0020700102,PHX vs. NYK,1610612756,2007-11-13,H,PHX,113,11,13,-1400
204,22007,0020700103,DET @ POR,1610612765,2007-11-13,V,DET,94,4.5,5,-230
205,22007,0020700103,POR vs. DET,1610612757,2007-11-13,H,POR,102,189,190,190
206,22007,0020700105,IND @ WAS,1610612754,2007-11-14,V,IND,90,201.5,200.5,200
207,22007,0020700105,WAS vs. IND,1610612764,2007-11-14,H,WAS,103,6,5.5,-240
208,22007,0020700107,ORL @ CLE,1610612753,2007-11-14,V,ORL,117,194.5,190.5,130
209,22007,0020700107,CLE vs. ORL,1610612739,2007-11-14,H,CLE,116,4.5,3,-150
210,22007,0020700104,UTA @ TOR,1610612762,2007-11-14,V,UTA,92,203,204,-110
211,22007,0020700104,TOR vs. UTA,1610612761,2007-11-14,H,TOR,88,1,pk,-110
212,22007,0020700106,CHA @ ATL,1610612766,2007-11-14,V,CHA,109,187.5,188,200
213,22007,0020700106,ATL vs. CHA,1610612737,2007-11-14,H,ATL,117,5,5.5,-240
214,22007,0020700109,SEA @ MIA,1610612760,2007-11-14,V,OKC,104,193.5,191.5,240
215,22007,0020700109,MIA vs. SEA,1610612748,2007-11-14,H,MIA,95,6,7,-290
216,22007,0020700108,NJN @ BOS,1610612751,2007-11-14,V,BKN,69,184.5,181,525
217,22007,0020700108,BOS vs. NJN,1610612738,2007-11-14,H,BOS,91,9.5,10,-650
218,22007,0020700112,SAC @ MIN,1610612758,2007-11-14,V,SAC,103,194,190.5,110
219,22007,0020700112,MIN vs. SAC,1610612750,2007-11-14,H,MIN,108,3,2,-130
220,22007,0020700110,MEM @ MIL,1610612763,2007-11-14,V,MEM,99,205,206.5,220
221,22007,0020700110,MIL vs. MEM,1610612749,2007-11-14,H,MIL,102,6,6.5,-260
222,22007,0020700111,PHI @ NOH,1610612755,2007-11-14,V,PHI,76,187.5,187.5,370
223,22007,0020700111,NOH vs. PHI,1610612740,2007-11-14,H,NOP,95,8.5,8.5,-450
224,22007,0020700114,POR @ DEN,1610612757,2007-11-14,V,POR,93,211.5,212,550
225,22007,0020700114,DEN vs. POR,1610612743,2007-11-14,H,DEN,110,10,11,-700
226,22007,0020700113,LAL @ HOU,1610612747,2007-11-14,V,LAL,93,199,199.5,240
227,22007,0020700113,HOU vs. LAL,1610612745,2007-11-14,H,HOU,90,7.5,6.5,-290
228,22007,0020700115,NYK @ LAC,1610612752,2007-11-14,V,NYK,81,200,200.5,275
229,22007,0020700115,LAC vs. NYK,1610612746,2007-11-14,H,LAC,84,7,7.5,-325
230,22007,0020700116,DET @ GSW,1610612765,2007-11-14,V,DET,111,3,1,-120
231,22007,0020700116,GSW vs. DET,1610612744,2007-11-14,H,GSW,104,207,211,100
232,22007,0020700117,SAS @ DAL,1610612759,2007-11-15,V,SAS,92,186.5,189.5,105
233,22007,0020700117,DAL vs. SAS,1610612742,2007-11-15,H,DAL,105,3,1.5,-125
234,22007,0020700118,CHI @ PHX,1610612741,2007-11-15,V,CHI,102,203,204,355
235,22007,0020700118,PHX vs. CHI,1610612756,2007-11-15,H,PHX,112,7.5,8.5,-425
236,22007,0020700120,POR @ PHI,1610612757,2007-11-16,V,POR,88,186,184,130
237,22007,0020700120,PHI vs. POR,1610612755,2007-11-16,H,PHI,92,3,3,-150
238,22007,0020700119,IND @ TOR,1610612754,2007-11-16,V,IND,101,193.5,195.5,285
239,22007,0020700119,TOR vs. IND,1610612761,2007-11-16,H,TOR,110,8.5,7.5,-335
240,22007,0020700121,MIA @ BOS,1610612748,2007-11-16,V,MIA,91,184,183,525
241,22007,0020700121,BOS vs. MIA,1610612738,2007-11-16,H,BOS,92,10.5,10,-650
242,22007,0020700122,ORL @ NJN,1610612753,2007-11-16,V,ORL,95,3.5,3.5,-170
243,22007,0020700122,NJN vs. ORL,1610612751,2007-11-16,H,BKN,70,184,186,150
244,22007,0020700124,UTA @ CLE,1610612762,2007-11-16,V,UTA,94,2,199.5,105
245,22007,0020700124,CLE vs. UTA,1610612739,2007-11-16,H,CLE,99,203,1.5,-125
246,22007,0020700123,SEA @ ATL,1610612760,2007-11-16,V,OKC,126,206,204.5,235
247,22007,0020700123,ATL vs. SEA,1610612737,2007-11-16,H,ATL,123,7.5,6,-275
248,22007,0020700126,HOU @ SAS,1610612745,2007-11-16,V,HOU,84,181,177.5,400
249,22007,0020700126,SAS vs. HOU,1610612759,2007-11-16,H,SAS,90,8.5,9,-500
250,22007,0020700125,NOH @ MEM,1610612740,2007-11-16,V,NOP,120,3.5,3,-160
251,22007,0020700125,MEM vs. NOH,1610612763,2007-11-16,H,MEM,118,202,204.5,140
252,22007,0020700127,WAS @ MIN,1610612764,2007-11-16,V,WAS,105,2.5,3.5,-170
253,22007,0020700127,MIN vs. WAS,1610612750,2007-11-16,H,MIN,89,194.5,191.5,150
254,22007,0020700128,NYK @ SAC,1610612752,2007-11-16,V,NYK,115,199,198.5,150
255,22007,0020700128,SAC vs. NYK,1610612758,2007-11-16,H,SAC,119,3,3.5,-170
256,22007,0020700129,DET @ LAL,1610612765,2007-11-16,V,DET,91,201,198.5,155
257,22007,0020700129,LAL vs. DET,1610612747,2007-11-16,H,LAL,103,3.5,4,-175
258,22007,0020700130,LAC @ GSW,1610612746,2007-11-16,V,LAC,105,216,219.5,210
259,22007,0020700130,GSW vs. LAC,1610612744,2007-11-16,H,GSW,122,3.5,5.5,-250
260,22007,0020700131,POR @ WAS,1610612757,2007-11-17,V,POR,90,195,190,175
261,22007,0020700131,WAS vs. POR,1610612764,2007-11-17,H,WAS,109,5.5,4.5,-205
262,22007,0020700132,SEA @ CHA,1610612760,2007-11-17,V,OKC,84,196.5,199.5,300
263,22007,0020700132,CHA vs. SEA,1610612766,2007-11-17,H,CHA,100,7.5,8,-360
264,22007,0020700133,UTA @ IND,1610612762,2007-11-17,V,UTA,97,6,5,-230
265,22007,0020700133,IND vs. UTA,1610612754,2007-11-17,H,IND,117,203,204.5,190
266,22007,0020700134,MIA @ NJN,1610612748,2007-11-17,V,MIA,91,180,3,-155
267,22007,0020700134,NJN vs. MIA,1610612751,2007-11-17,H,BKN,87,2,174,135
268,22007,0020700135,NOH @ MIN,1610612740,2007-11-17,V,NOP,100,5.5,4,-190
269,22007,0020700135,MIN vs. NOH,1610612750,2007-11-17,H,MIN,82,190,188,160
270,22007,0020700136,ATL @ MIL,1610612737,2007-11-17,V,ATL,96,198.5,196.5,285
271,22007,0020700136,MIL vs. ATL,1610612749,2007-11-17,H,MIL,105,8,7.5,-335
272,22007,0020700138,MEM @ DAL,1610612763,2007-11-17,V,MEM,105,210,213,950
273,22007,0020700138,DAL vs. MEM,1610612742,2007-11-17,H,DAL,108,12.5,14,-1500
274,22007,0020700137,PHX @ HOU,1610612756,2007-11-17,V,PHX,115,4.5,5.5,-250
275,22007,0020700137,HOU vs. PHX,1610612745,2007-11-17,H,HOU,105,198,196,210
276,22007,0020700139,NYK @ DEN,1610612752,2007-11-17,V,NYK,83,216,213.5,850
277,22007,0020700139,DEN vs. NYK,1610612743,2007-11-17,H,DEN,115,12.5,14,-1300
278,22007,0020700140,CHI @ LAC,1610612741,2007-11-17,V,CHI,92,1.5,3,-160
279,22007,0020700140,LAC vs. CHI,1610612746,2007-11-17,H,LAC,73,191,187,140
280,22007,0020700141,GSW @ TOR,1610612744,2007-11-18,V,GSW,106,217.5,219.5,220
281,22007,0020700141,TOR vs. GSW,1610612761,2007-11-18,H,TOR,100,5,6.5,-260
282,22007,0020700142,BOS @ ORL,1610612738,2007-11-18,V,BOS,102,189,1,-120
283,22007,0020700142,ORL vs. BOS,1610612753,2007-11-18,H,ORL,104,pk,187.5,100
284,22007,0020700143,DET @ SAC,1610612765,2007-11-18,V,DET,95,5,4.5,-205
285,22007,0020700143,SAC vs. DET,1610612758,2007-11-18,H,SAC,105,193,195.5,175
286,22007,0020700144,CHI @ LAL,1610612741,2007-11-18,V,CHI,78,195.5,198,190
287,22007,0020700144,LAL vs. CHI,1610612747,2007-11-18,H,LAL,106,4.5,5.5,-230
288,22007,0020700145,POR @ CHA,1610612757,2007-11-19,V,POR,92,187,190.5,190
289,22007,0020700145,CHA vs. POR,1610612766,2007-11-19,H,CHA,101,5,5.5,-230
290,22007,0020700146,SEA @ MEM,1610612760,2007-11-19,V,OKC,108,218,218.5,195
